Yahoo Symbol,Company Name,BSE Code
532320.BO,Vaarad Ventures Ltd,532320
ZYDUSLIFE.NS,Zydus Lifesciences Ltd,532321
532323.BO,Shiva Cement Ltd,532323
532324.BO,Cinevista Ltd,532324
INTENTECH.NS,Intense Technologies Ltd,532326
532329.BO,Danlaw Technologies India Ltd,532329
AJANTPHARM.NS,Ajanta Pharma Ltd,532331
532332.BO,Cura Technologies Ltd,532332
532333.BO,HB Portfolio Ltd,532333
532334.BO,HB Estate Developers Ltd,532334
AMBICAAGAR.NS,Ambica Agarbathies & Aroma Industries Ltd,532335
COMPUSOFT.NS,Compucom Software Ltd,532339
532340.BO,Omni AXs Software Ltd,532340
IZMO.NS,IZMO Ltd,532341
TVSMOTOR.NS,TVS Motor Company Ltd,532343
532344.BO,Softsol India Ltd,532344
ACLGATI.NS,Allcargo Gati Ltd,532345
532348.BO,Subex Ltd,532348
TCI.NS,Transport Corporation of India Ltd,532349
532350.BO,Padmalaya Telefilms Ltd,532350
AKSHOPTFBR.NS,Aksh Optifibre Ltd,532351
532354.BO,Virgo Global Ltd,532354
532355.BO,Picturehouse Media Ltd,532355
TRIVENI.NS,Triveni Engineering & Industries Ltd,532356
MUKTAARTS.NS,Mukta Arts Ltd,532357
532359.BO,Hit Kit Global Solutions Ltd,532359
532362.BO,Nagpur Power & Industries Ltd,532362
DSSL.NS,Dynacons Systems & Solutions Ltd,532365
PNBGILTS.NS,PNB Gilts Ltd,532366
BCG.NS,Brightcom Group Ltd,532368
RAMCOIND.NS,Ramco Industries Ltd,532369
532370.BO,Ramco Systems Ltd,532370
532371.BO,Tata Teleservices (Maharashtra) Ltd,532371
532372.BO,Virinchi Ltd,532372
532373.BO,WEP Solutions Ltd,532373
STLTECH.NS,Sterlite Technologies Ltd,532374
TIPSMUSIC.NS,Tips Music Ltd,532375
UMIYA-MRO.NS,Umiya Buildcon Ltd,532376
532378.BO,Universal Arts Ltd,532378
532379.BO,First Fintec Ltd,532379
532380.BO,Baba Arts Ltd,532380
532382.BO,Balaji Telefilms Ltd,532382
532384.BO,Tyche Industries Ltd,532384
532386.BO,California Software Company Ltd,532386
532387.BO,Pritish Nandy Communications Ltd,532387
IOB.NS,Indian Overseas Bank,532388
TAJGVK.NS,Taj Gvk Hotels & Resorts Ltd,532390
532392.BO,Creative Eye Ltd,532392
532395.BO,Axiscades Technologies Ltd,532395
532397.BO,Konndor Industries Ltd,532397
UMESLTD.NS,Usha Martin Education & Solutions Ltd,532398
BSOFT.NS,Birlasoft Ltd,532400
532402.BO,USG Tech Solutions Ltd,532402
532404.BO,Saven Technologies Ltd,532404
AVANTEL.NS,Avantel Ltd,532406
MOSCHIP.NS,Moschip Technologies Ltd,532407
532408.BO,Megasoft Ltd,532408
532410.BO,Transcorp International Ltd,532410
532413.BO,Cerebra Integrated Technologies Ltd,532413
NEXTMEDIA.NS,Next Mediaworks Ltd,532416
SMARTLINK.NS,Smartlink Holdings Ltd,532419
GODREJCP.NS,Godrej Consumer Products Ltd,532424
532425.BO,Genus Prime Infra Ltd,532425
BFUTILITIE.NS,BF Utilities Ltd,532430
UNITDSPR.NS,United Spirits Ltd,532432
532435.BO,Sanmit Infra Ltd,532435
OLECTRA.NS,Olectra Greentech Ltd,532439
MPSLTD.NS,MPS Ltd,532440
CERA.NS,Cera Sanitaryware Ltd,532443
532444.BO,T Spiritual World Ltd,532444
BHARTIARTL.NS,Bharti Airtel Ltd,532454
532455.BO,Shalimar Wires Industries Ltd,532455
532456.BO,Compuage Infocom Ltd,532456
GULPOLY.NS,Gulshan Polyols Ltd,532457
PONNIERODE.NS,Ponni Sugars (Erode) Ltd,532460
PNB.NS,Punjab National Bank,532461
OFSS.NS,Oracle Financial Services Software Ltd,532466
532467.BO,Hazoor Multi Projects Ltd,532467
532468.BO,Kama Holdings Ltd,532468
532475.BO,Aptech Ltd,532475
UNIONBANK.NS,Union Bank of India,532477
UBL.NS,United Breweries Ltd,532478
532481.BO,Noida Toll Bridge Company Ltd,532481
GRANULES.NS,Granules India Ltd,532482
CANBK.NS,Canara Bank,532483
532485.BO,Balmer Lawrie Investments Ltd,532485
POKARNA.NS,Pokarna Ltd,532486
DIVISLAB.NS,Divis Laboratories Ltd,532488
ASTRAMICRO.NS,Astra Microwave Products Ltd,532493
RADICO.NS,Radico Khaitan Ltd,532497
MARUTI.NS,Maruti Suzuki India Ltd,532500
532503.BO,Rajapalayam Mills Ltd,532503
NAVINFLUOR.NS,Navin Fluorine International Ltd,532504
UCOBANK.NS,UCO Bank,532505
BAGFILMS.NS,B.A.G. Films and Media Ltd,532507
JSL.NS,Jindal Stainless Ltd,532508
SUPRAJIT.NS,Suprajit Engineering Ltd,532509
532513.BO,TVS Electronics Ltd,532513
IGL.NS,Indraprastha Gas Ltd,532514
TVTODAY.NS,TV Today Network Ltd,532515
532521.BO,Palred Technologies Ltd,532521
PETRONET.NS,Petronet LNG Ltd,532522
BIOCON.NS,Biocon Ltd,532523
PTC.NS,PTC India Ltd,532524
MAHABANK.NS,Bank of Maharashtra,532525
RKFORGE.NS,Ramkrishna Forgings Ltd,532527
DATAMATICS.NS,Datamatics Global Services Ltd,532528
532529.BO,New Delhi Television Ltd,532529
STAR.NS,Strides Pharma Science Ltd,532531
ULTRACEMCO.NS,UltraTech Cement Ltd,532538
UNOMINDA.NS,UNO Minda Ltd,532539
TCS.NS,Tata Consultancy Services Ltd,532540
COFORGE.NS,Coforge Ltd,532541
GULFPETRO.NS,GP Petroleums Ltd,532543
CENTURYPLY.NS,Century Plyboards (India) Ltd,532548
WELENT.NS,Welspun Enterprises Ltd,532553
NTPC.NS,NTPC Ltd,532555
SALSTEEL.NS,S.A.L. Steel Ltd,532604
JBMA.NS,JBM Auto Ltd,532605
DWARKESH.NS,Dwarikesh Sugar Industries Ltd,532610
INDOCO.NS,Indoco Remedies Ltd,532612
VIPCLOTHNG.NS,VIP Clothing Ltd,532613
532614.BO,Impex Ferro Tech Ltd,532614
XCHANGING.NS,Xchanging Solutions Ltd,532616
532624.BO,Jindal Photo Ltd,532624
POCL.NS,Pondy Oxides & Chemicals Ltd,532626
JPPOWER.NS,Jaiprakash Power Ventures Ltd,532627
3IINFOLTD.NS,3i Infotech Ltd,532628
GOKEX.NS,Gokaldas Exports Ltd,532630
ALLDIGI.NS,Alldigi Tech Ltd,532633
IIFL.NS,IIFL Finance Ltd,532636
532637.BO,Mangalam Drugs & Organics Ltd,532637
SHOPERSTOP.NS,Shoppers Stop Ltd,532638
CYBERMEDIA.NS,Cyber Media India Ltd,532640
NDL.NS,Nandan Denim Ltd,532641
JSWHL.NS,JSW Holdings Ltd,532642
JKCEMENT.NS,JK Cement Ltd,532644
532645.BO,Beeyu Overseas Ltd,532645
YESBANK.NS,Yes Bank Ltd,532648
532649.BO,Nectar Lifesciences Ltd,532649
MSPL.NS,MSP Steel & Power Ltd,532650
532651.BO,SPL Industries Ltd,532651
532652.BO,Karnataka Bank Ltd,532652
MCLEODRUSS.NS,Mcleod Russel India Ltd,532654
532656.BO,Facor Alloys Ltd,532656
RML.NS,Rane (Madras) Ltd,532661
532662.BO,HT Media Ltd,532662
SASKEN.NS,Sasken Technologies Ltd,532663
FCSSOFT.NS,FCS Software Solutions Ltd,532666
SUZLON.NS,Suzlon Energy Ltd,532667
AURIONPRO.NS,Aurionpro Solutions Ltd,532668
RENUKA.NS,Shree Renuka Sugars Ltd,532670
KMSUGAR.NS,K M Sugar Mills Ltd,532673
BASML.NS,Bannari Amman Spinning Mills Ltd,532674
532676.BO,PBA Infrastructure Ltd,532676
AIAENG.NS,AIA Engineering Ltd,532683
EKC.NS,Everest Kanto Cylinder Ltd,532684
532686.BO,Kernex Microsystems India Ltd,532686
REPRO.NS,Repro India Ltd,532687
PVRINOX.NS,PVR Inox Ltd,532689
ASMS.NS,Bartronics India Ltd,532694
CELEBRITY.NS,Celebrity Fashions Ltd,532695
NITINSPIN.NS,Nitin Spinners Ltd,532698
ROHLTD.NS,Royal Orchid Hotels Ltd,532699
ENIL.NS,Entertainment Network (India) Ltd,532700
532701.BO,Cella Space Ltd,532701
GSPL.NS,Gujarat State Petronet Ltd,532702
JAGRAN.NS,Jagran Prakashan Ltd,532705
DYNPRO.NS,Dynemic Products Ltd,532707
532708.BO,GVK Power & Infrastructure Ltd,532708
SADBHAV.NS,Sadbhav Engineering Ltd,532710
SAKUMA.NS,Sakuma Exports Ltd,532713
KEC.NS,KEC International Ltd,532714
GILLANDERS.NS,Gillanders Arbuthnot & Company Ltd,532716
INDOTECH.NS,Indo Tech Transformers Ltd,532717
BLKASHYAP.NS,B. L. Kashyap and Sons Ltd,532719
M&MFIN.NS,Mahindra & Mahindra Financial Services Ltd,532720
532721.BO,Visa Steel Ltd,532721
NITCO.NS,Nitco Ltd,532722
532723.BO,MPDL Ltd,532723
SOLARINDS.NS,Solar Industries India Ltd,532725
GALLANTT.NS,Gallantt Ispat Ltd,532726
MALUPAPER.NS,Malu Paper Mills Ltd,532728
UTTAMSUGAR.NS,Uttam Sugar Mills Ltd,532729
532730.BO,STL Global Ltd,532730
KKCL.NS,Kewal Kiran Clothing Ltd,532732
SUNTV.NS,Sun TV Network Ltd,532733
GPIL.NS,Godawari Power and Ispat Ltd,532734
RSYSTEMS.NS,R Systems International Ltd,532735
EMKAY.NS,Emkay Global Financial Services Ltd,532737
532738.BO,Twamev Construction And Infrastructure Ltd,532738
LOKESHMACH.NS,Lokesh Machines Ltd,532740
KAMDHENU.NS,Kamdhenu Ltd,532741
532742.BO,Paushak Ltd,532742
532744.BO,GTN Textiles Ltd,532744
532745.BO,Inditrade Capital Ltd,532745
PFOCUS.NS,Prime Focus Ltd,532748
ALLCARGO.NS,Allcargo Logistics Ltd,532749
GMRAIRPORT.NS,GMR Airports Ltd,532754
TECHM.NS,Tech Mahindra Ltd,532755
CIEINDIA.NS,CIE Automotive India Ltd,532756
VOLTAMP.NS,Voltamp Transformers Ltd,532757
ATLANTAA.NS,Atlantaa Ltd,532759
532761.BO,HOV Services Ltd,532761
ACE.NS,Action Construction Equipment Ltd,532762
GEECEE.NS,GeeCee Ventures Ltd,532764
532766.BO,Richa Industries Ltd,532766
532767.BO,Gayatri Projects Ltd,532767
FIEMIND.NS,Fiem Industries Ltd,532768
JHS.NS,JHS Svendgaard Laboratories Ltd,532771
DCBBANK.NS,DCB Bank Ltd,532772
GLOBALVECT.NS,Global Vectra Helicorp Ltd,532773
532774.BO,Inspirisys Solutions Ltd,532774
GTLINFRA.NS,GTL Infrastructure Ltd,532775
SHIVAMAUTO.NS,Shivam Autotech Ltd,532776
NAUKRI.NS,Info Edge (India) Ltd,532777
TORNTPOWER.NS,Torrent Power Ltd,532779
532780.BO,Parsvnath Developers Ltd,532780
SUTLEJTEX.NS,Sutlej Textiles and Industries Ltd,532782
LTFOODS.NS,LT Foods Ltd,532783
SOBHA.NS,Sobha Ltd,532784
RUCHIRA.NS,Ruchira Papers Ltd,532785
TANLA.NS,Tanla Platforms Ltd,532790
ZEEMEDIA.NS,Zee Media Corporation Ltd,532794
532795.BO,Siti Networks Ltd,532795
LUMAXTECH.NS,Lumax Auto Technologies Ltd,532796
AUTOIND.NS,Autoline Industries Ltd,532797
NETWORK18.NS,Network 18 Media & Investments Ltd,532798
HUBTOWN.NS,Hubtown Ltd,532799
532801.BO,Cambridge Technology Enterprises Ltd,532801
TIIL.NS,Technocraft Industries (India) Ltd,532804
REDINGTON.NS,Redington Ltd,532805
532806.BO,AI Champdany Industries Ltd,532806
CINELINE.NS,Cineline India Ltd,532807
PGIL.NS,Pearl Global Industries Ltd,532808
FSL.NS,Firstsource Solutions Ltd,532809
PFC.NS,Power Finance Corporation Ltd,532810
AHLUCONT.NS,Ahluwalia Contracts (India) Ltd,532811
532812.BO,Transwarranty Finance Ltd,532812
INDIANB.NS,Indian Bank,532814
SMSPHARMA.NS,SMS Pharmaceuticals Ltd,532815
532817.BO,Oriental Trimex Ltd,532817
532820.BO,E-Land Apparel Ltd,532820
IDEA.NS,Vodafone Idea Ltd,532822
532825.BO,Jagjanani Textiles Ltd,532825
532826.BO,Raj Television Network Ltd,532826
PAGEIND.NS,Page Industries Ltd,532827
AMDIND.NS,AMD Industries Ltd,532828
532829.BO,Lehar Footwears Ltd,532829
ASTRAL.NS,Astral Ltd,532830
EMBDL.NS,Embassy Developments Ltd,532832
532834.BO,Camlin Fine Sciences Ltd,532834
ICRA.NS,ICRA Ltd,532835
DISHTV.NS,Dish TV India Ltd,532839
SAHYADRI.NS,Sahyadri Industries Ltd,532841
SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Ltd,532842
FORTIS.NS,Fortis Healthcare Ltd,532843
TGBHOTELS.NS,TGB Banquets and Hotels Ltd,532845
532847.BO,Hilton Metal Forging Ltd,532847
DELTACORP.NS,Delta Corp Ltd,532848
MICEL.NS,MIC Electronics Ltd,532850
INSECTICID.NS,Insecticides (India) Ltd,532851
532853.BO,Asahi Songwon Colors Ltd,532853
532855.BO,Haryana Capfin Ltd,532855
TIMETECHNO.NS,Time Technoplast Ltd,532856
HGS.NS,Hinduja Global Solutions Ltd,532859
NELCAST.NS,Nelcast Ltd,532864
V2RETAIL.NS,V2 Retail Ltd,532867
DLF.NS,DLF Ltd,532868
TARMAT.NS,Tarmat Ltd,532869
532870.BO,Ankit Metal & Power Ltd,532870
SPARC.NS,Sun Pharma Advanced Research Company Ltd,532872
ADSL.NS,Allied Digital Services Ltd,532875
ALPA.NS,Alpa Laboratories Ltd,532878
532879.BO,Sir Shadi Lal Enterprises Ltd,532879
OMAXE.NS,Omaxe Ltd,532880
REFEX.NS,Refex Industries Ltd,532884
CENTRALBK.NS,Central Bank of India,532885
532886.BO,SEL Manufacturing Company Ltd,532886
532888.BO,Asian Granito India Ltd,532888
KPRMILL.NS,K.P.R. Mill Limited,532889
532890.BO,Take Solutions Ltd,532890
PURVA.NS,Puravankara Ltd,532891
MOTILALOFS.NS,Motilal Oswal Financial Services Ltd,532892
532893.BO,VTM Ltd,532893
INDOWIND.NS,Indowind Energy Ltd,532894
NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Ltd,532895
MAGNUM.NS,Magnum Ventures Ltd,532896
POWERGRID.NS,Power Grid Corporation of India Ltd,532898
KSCL.NS,Kaveri Seed Company Ltd,532899
PAISALO.NS,Paisalo Digital Ltd,532900
CCCL.NS,Consolidated Construction Consortium Ltd,532902
532904.BO,Supreme Infrastructure India Ltd,532904
532906.BO,Maan Aluminium Ltd,532906
532907.BO,IL&FS Engineering and Construction Company Ltd,532907
532911.BO,Parle Industries Ltd,532911
RELIGARE.NS,Religare Enterprises Ltd,532915
BVCL.NS,Barak Valley Cements Ltd,532916
532918.BO,Rathi Bars Ltd,532918
ADANIPORTS.NS,Adani Ports and Special Economic Zone Ltd,532921
EDELWEISS.NS,Edelweiss Financial Services Ltd,532922
RGL.NS,Renaissance Global Ltd,532923
KOLTEPATIL.NS,Kolte-Patil Developers Ltd,532924
KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Ltd,532925
JYOTHYLAB.NS,Jyothy Labs Ltd,532926
ECLERX.NS,eClerx Services Ltd,532927
TARIL.NS,Transformers and Rectifiers (India) Ltd,532928
BRIGADE.NS,Brigade Enterprises Ltd,532929
BGRENERGY.NS,BGR Energy Systems Ltd,532930
MANAKSIA.NS,Manaksia Ltd,532932
532933.BO,Porwal Auto Components Ltd,532933
532934.BO,PPAP Automotive Ltd,532934
ARIES.NS,Aries Agro Ltd,532935
KUANTUM.NS,Kuantum Papers Ltd,532937
532939.BO,Reliance Power Ltd,532939
JKIL.NS,J. Kumar Infraprojects Ltd,532940
CORDSCABLE.NS,Cords Cable Industries Ltd,532941
KNRCON.NS,KNR Constructions Ltd,532942
ONMOBILE.NS,OnMobile Global Ltd,532944
SEPC.NS,SEPC Ltd,532945
BANG.NS,Bang Overseas Ltd,532946
IRB.NS,IRB Infrastructure Developers Ltd,532947
GSS.NS,GSS Infotech Ltd,532951
532952.BO,Nahar Capital and Financial Services Ltd,532952
VGUARD.NS,V-Guard Industries Ltd,532953
RECLTD.NS,REC Ltd,532955
532957.BO,Gokak Textiles Ltd,532957
DHANI.NS,Dhani Services Ltd,532960
TITAGARH.NS,Titagarh Rail Systems Ltd,532966
KIRIINDUS.NS,Kiri Industries Ltd,532967
BIRLAMONEY.NS,Aditya Birla Money Ltd,532974
532975.BO,Telogica Ltd,532975
JAIBALAJI.NS,Jai Balaji Industries Ltd,532976
BAJAJ-AUTO.NS,Bajaj Auto Ltd,532977
BAJAJFINSV.NS,Bajaj Finserv Ltd,532978
532980.BO,Gokul Refoils & Solvent Ltd,532980
RPGLIFE.NS,RPG Life Sciences Ltd,532983
532985.BO,Kotak S&P BSE Sensex ETF,532985
NIRAJ.NS,Niraj Cement Structurals Ltd,532986
BAFNAPH.NS,Bafna Pharmaceuticals Ltd,532989
532992.BO,CHL Ltd,532992
532993.BO,Sejal Glass Ltd,532993
ARCHIDPLY.NS,Archidply Industries Ltd,532994
LOTUSEYE.NS,Lotus Eye Hospital And Institute Ltd,532998
SOMICONVEY.NS,Somi Conveyor Beltings Ltd,533001
533007.BO,LGB Forge Ltd,533007
LPDC.NS,Landmark Property Development Company Ltd,533012
533014.BO,Sicagen India Ltd,533014
533018.BO,Simplex Mills Company Ltd,533018
533019.BO,Simplex Papers Ltd,533019
20MICRONS.NS,20 Microns Ltd,533022
ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Ltd,533023
ALKALI.NS,Alkali Metals Ltd,533029
ISGEC.NS,ISGEC Heavy Engineering Ltd,533033
IMFA.NS,Indian Metals & Ferro Alloys Ltd,533047
533048.BO,Teamo Productions HQ Ltd,533048
533056.BO,VEDAVAAG Systems Ltd,533056
MOLDTKPAC.NS,Mold-Tek Packaging Ltd,533080
MHRIL.NS,Mahindra Holidays & Resorts India Ltd,533088
533090.BO,Excel Realty N Infra Ltd,533090
533093.BO,Raj Oil Mills Ltd,533093
533095.BO,Bengal & Assam Company Ltd,533095
ADANIPOWER.NS,Adani Power Ltd,533096
NHPC.NS,NHPC Ltd,533098
533100.BO,Premier Energy and Infrastructure Ltd,533100
533101.BO,Suryaamba Spinning Mills Ltd,533101
GLOBUSSPR.NS,Globus Spirits Ltd,533104
OIL.NS,Oil India Ltd,533106
533108.BO,Bhilwara Technical Textiles Ltd,533108
533110.BO,Shree Precoated Steels Ltd,533110
EXPLEOSOL.NS,Expleo Solutions Ltd,533121
RTNPOWER.NS,RattanIndia Power Ltd,533122
DEN.NS,Den Networks Ltd,533137
ASTEC.NS,Astec Lifesciences Ltd,533138
DLINKINDIA.NS,D-Link (India) Ltd,533146
JSWENERGY.NS,JSW Energy Ltd,533148
533149.BO,Yunik Managing Advisors Ltd,533149
GODREJPROP.NS,Godrej Properties Ltd,533150
DBCORP.NS,D. B. Corp Ltd,533151
MBLINFRA.NS,MBL Infrastructure Ltd,533152
JUBLFOOD.NS,Jubilant FoodWorks Ltd,533155
VASCONEQ.NS,Vascon Engineers Ltd,533156
THANGAMAYL.NS,Thangamayil Jewellery Ltd,533158
DBREALTY.NS,Valor Estate Ltd,533160
EMMBI.NS,Emmbi Industries Ltd,533161
HATHWAY.NS,Hathway Cable & Datacom Ltd,533162
533163.BO,ARSS Infrastructure Projects Ltd,533163
TEXMOPIPES.NS,Texmo Pipes and Products Ltd,533164
SUNDARAM.NS,Sundaram Multi Pap Ltd,533166
ROSSELLIND.NS,Rossell India Ltd,533168
MANINFRA.NS,Man Infraconstruction Ltd,533169
533170.BO,Tamboli Industries Ltd,533170
533177.BO,IL&FS Transportation Networks Ltd,533177
PERSISTENT.NS,Persistent Systems Ltd,533179
ISFT.NS,Intrasoft Technologies Ltd,533181
533189.BO,Goenka Diamond & Jewels Ltd,533189
533192.BO,KCP Sugar & Industries Corporation Ltd,533192
KECL.NS,Kirloskar Electric Company Ltd,533193
533202.BO,Satchmo Holdings Ltd,533202
533203.BO,Tarapur Transformers Ltd,533203
SJVN.NS,SJVN Ltd,533206
EMAMIPAP.NS,Emami Paper Mills Ltd,533208
KRITINUT.NS,Kriti Nutrients Ltd,533210
533212.BO,GKB Ophthalmics Ltd,533212
HMVL.NS,Hindustan Media Ventures Ltd,533217
533218.BO,Emami Realty Ltd,533218
AHLEAST.NS,Asian Hotels (East) Ltd,533227
BAJAJCON.NS,Bajaj Consumer Care Ltd,533229
PRAKASHSTL.NS,Prakash Steelage Ltd,533239
GPPL.NS,Gujarat Pipavav Port Ltd,533248
533252.BO,Welspun Investments and Commercials Ltd,533252
SASTASUNDR.NS,Sastasundar Ventures Ltd,533259
CPCAP.NS,CP Capital Ltd,533260
RAMKY.NS,Ramky Infrastructure Ltd,533262
GREENPOWER.NS,Orient Green Power Company Ltd,533263
CANTABIL.NS,Cantabil Retail India Ltd,533267
533268.BO,Sea TV Network Ltd,533268
WABAG.NS,VA Tech Wabag Ltd,533269
BEDMUTHA.NS,Bedmutha Industries Ltd,533270
ASHOKA.NS,Ashoka Buildcon Ltd,533271
JWL.NS,Jupiter Wagons Ltd,533272
OBEROIRLTY.NS,Oberoi Realty Ltd,533273
PRESTIGE.NS,Prestige Estates Projects Ltd,533274
533275.BO,Shah Metacorp Ltd,533275
COALINDIA.NS,Coal India Ltd,533278
GRAVITA.NS,Gravita India Ltd,533282
RPPINFRA.NS,R P P Infra Projects Ltd,533284
533285.BO,RDB Infrastructure And Power Ltd,533285
MOIL.NS,Moil Ltd,533286
533287.BO,Zee Learn Ltd,533287
533289.BO,Kesar Terminals & Infrastructure Ltd,533289
533292.BO,A2Z Infra Engineering Ltd,533292
KIRLOSENG.NS,Kirloskar Oil Engines Ltd,533293
RKDL.NS,Ravi Kumar Distilleries Ltd,533294
PSB.NS,Punjab & Sind Bank,533295
FMNL.NS,Future Market Networks Ltd,533296
SURANASOL.NS,Surana Solar Ltd,533298
533301.BO,Shekhawati Industries Ltd,533301
KICL.NS,Kalyani Investment Company Ltd,533302
BFINVEST.NS,BF Investment Ltd,533303
SUMMITSEC.NS,Summit Securities Ltd,533306
533315.BO,Innovassynth Investments Ltd,533315
STEL.NS,STEL Holdings Ltd,533316
TEXRAIL.NS,Texmaco Rail & Engineering Ltd,533326
INDTERRAIN.NS,Indian Terrain Fashions Ltd,533329
FCL.NS,Fineotex Chemical Ltd,533333
DHUNINV.NS,Dhunseri Investments Ltd,533336
ZENTEC.NS,ZEN Technologies Ltd,533339
LOVABLE.NS,Lovable Lingerie Ltd,533343
PFS.NS,PTC India Financial Services Ltd,533344
MUTHOOTFIN.NS,Muthoot Finance Ltd,533398
533407.BO,True Green Bio Energy Ltd,533407
533427.BO,VMS Industries Ltd,533427
533451.BO,Karma Energy Ltd,533451
533452.BO,Delphi World Money Ltd,533452
RUSHIL.NS,Rushil Decor Ltd,533470
533477.BO,Enkei Wheels (India) Ltd,533477
533482.BO,Kridhan Infra Ltd,533482
INVENTURE.NS,Inventure Growth & Securities Ltd,533506
LTF.NS,L&T Finance Ltd,533519
533520.BO,Yaari Digital Integrated Services Ltd,533520
TREEHOUSE.NS,Tree House Education & Accessories Ltd,533540
533543.BO,Brooks Laboratories Ltd,533543
RUPA.NS,Rupa & Company Ltd,533552
TDPOWERSYS.NS,TD Power Systems Ltd,533553
APLLTD.NS,Alembic Pharmaceuticals Ltd,533573
533576.BO,Vaswani Industries Ltd,533576
PGEL.NS,PG Electroplast Ltd,533581
533602.BO,Lesha Industries Ltd,533602
533605.BO,Setubandhan Infrastructure Ltd,533605
533608.BO,RDB Rasayans Ltd,533608
533629.BO,Tijaria Polypipes Ltd,533629
533632.BO,Onelife Capital Advisors Ltd,533632
533638.BO,Flexituff Ventures International Ltd,533638
TRITURBINE.NS,Triveni Turbine Ltd,533655
533676.BO,Indo Thai Securities Ltd,533676
533704.BO,Essar Shipping Ltd,533704
APLAPOLLO.NS,APL Apollo Tubes Ltd,533758
GPTINFRA.NS,GPT Infraprojects Ltd,533761
533896.BO,Fervent Synergies Ltd,533896
533941.BO,Thomas Scott (India) Ltd,533941
533982.BO,Tera Software Ltd,533982
534060.BO,PMC Fincorp Ltd,534060
534063.BO,Futuristic Solutions Ltd,534063
534064.BO,Alliance Integrated Metaliks Ltd,534064
RHIM.NS,Rhi Magnesita India Ltd,534076
MCX.NS,Multi Commodity Exchange of India Ltd,534091
534109.BO,Pyxis Finvest Ltd,534109
534139.BO,Schneider Electric Infrastructure Ltd,534139
534190.BO,Olympic Cards Ltd,534190
NBCC.NS,NBCC (India) Ltd,534309
534312.BO,MT Educare Ltd,534312
HEXATRADEX.NS,Hexa Tradex Ltd,534328
534338.BO,Maxheights Infrastructure Ltd,534338
TBZ.NS,Tribhovandas Bhimji Zaveri Ltd,534369
VSSL.NS,Vardhman Special Steels Ltd,534392
SPECIALITY.NS,Speciality Restaurants Ltd,534425
534532.BO,Lypsa Gems & Jewellery Ltd,534532
RTNINDIA.NS,Rattanindia Enterprises Ltd,534597
SAMPANN.NS,Sampann Utpadan India Ltd,534598
JTLIND.NS,JTL Industries Ltd,534600
534612.BO,Advance Metering Technology Ltd,534612
NECCLTD.NS,North Eastern Carrying Corporation Ltd,534615
WAAREERTL.NS,Waaree Renewable Technologies Ltd,534618
534623.BO,Jupiter Infomedia Ltd,534623
534639.BO,Vinayak Polycon International Ltd,534639
534659.BO,Jointeca Education Solutions Ltd,534659
DUCON.NS,Ducon Infratechnologies Ltd,534674
PROZONER.NS,Prozone Realty Ltd,534675
SRGHFL.NS,SRG Housing Finance Ltd,534680
534691.BO,Comfort Commotrade Ltd,534691
534708.BO,Shanti Guru Industries Ltd,534708
534732.BO,Caspian Corporate Services Ltd,534732
534733.BO,Aerpace Industries Ltd,534733
534741.BO,Virtual Global Education Ltd,534741
ZUARI.NS,Zuari Agro Chemicals Ltd,534742
STEELXIND.NS,Steel Exchange India Ltd,534748
534755.BO,Trio Mercantile & Trading Ltd,534755
CIGNITITEC.NS,Cigniti Technologies Ltd,534758
CARERATING.NS,CARE Ratings Ltd,534804
PCJEWELLER.NS,PC Jeweller Ltd,534809
INDUSTOWER.NS,Indus Towers Ltd,534816
534920.BO,Covidh Technologies Ltd,534920
VMART.NS,V-Mart Retail Ltd,534976
NIBE.NS,NIBE Ltd,535136
535204.BO,Mukta Agriculture Ltd,535204
535205.BO,Mystic Electronics Ltd,535205
535267.BO,Comfort Fincap Ltd,535267
535276.BO,SBI Mutual Fund - SBI Sensex ETF,535276
535279.BO,Bothra Metals & Alloys Ltd,535279
REPCOHOME.NS,Repco Home Finance Ltd,535322
535387.BO,Lakhotia Polyesters (India) Ltd,535387
535431.BO,GCM Securities Ltd,535431
535458.BO,NRB Industrial Bearings Ltd,535458
535514.BO,Prime Capital Market Ltd,535514
535566.BO,KIFS Financial Services Ltd,535566
SREEL.NS,Sreeleathers Ltd,535601
SHARDAMOTR.NS,Sharda Motor Industries Ltd,535602
535620.BO,Binny Mills Ltd,535620
535621.BO,S V Global Mill Ltd,535621
535647.BO,SDC Techmedia Ltd,535647
JUSTDIAL.NS,Just Dial Ltd,535648
535657.BO,ObjectOne Information Systems Ltd,535657
535667.BO,India Finsec Ltd,535667
535693.BO,Brahmaputra Infrastructure Ltd,535693
535719.BO,Ampvolts Ltd,535719
535730.BO,Khoobsurat Ltd,535730
ORIENTCEM.NS,Orient Cement Ltd,535754
ABFRL.NS,Aditya Birla Fashion and Retail Ltd,535755
SAMMAANCAP.NS,Sammaan Capital Ltd,535789
535910.BO,Money Masters Leasing & Finance Ltd,535910
535916.BO,Alacrity Securities Ltd,535916
535917.BO,GCM Commodity & Derivatives Ltd,535917
ESSENTIA.NS,Integra Essentia Ltd,535958
536073.BO,Julien Agro Infratech Ltd,536073
