Yahoo Symbol,Company Name,BSE Code
526847.BO,Ashirwad Steels & Industries Ltd,526847
BANARBEADS.NS,Banaras Beads Ltd,526849
526851.BO,Arex Industries Ltd,526851
526853.BO,Bilcare Ltd,526853
526859.BO,ISF Ltd,526859
526861.BO,Rishi Laser Ltd,526861
526865.BO,Jainco Projects India Ltd,526865
526869.BO,Kumbhat Financial Services Ltd,526869
526871.BO,Intec Capital Ltd,526871
526873.BO,Rajasthan Gases Ltd,526873
526877.BO,Siddheswari Garments Ltd,526877
63MOONS.NS,63 Moons Technologies Ltd,526881
526883.BO,Shikhar Consultants Ltd,526883
526885.BO,Sarla Performance Fibers Ltd,526885
526891.BO,Market Creators Ltd,526891
526899.BO,Himalaya Food International Ltd,526899
526901.BO,Sonal Adhesives Ltd,526901
526905.BO,Padmanabh Industries Ltd,526905
526921.BO,Twentyfirst Century Management Services Ltd,526921
526931.BO,Hariyana Ship Breakers Ltd,526931
526935.BO,Arunis Abode Ltd,526935
526945.BO,Tyroon Tea Company Ltd,526945
LAOPALA.NS,La Opala RG Ltd,526947
STYLAMIND.NS,Stylam Industries Ltd,526951
526953.BO,Venus Remedies Ltd,526953
526959.BO,Woodsvilla Ltd,526959
526961.BO,Last Mile Enterprises Ltd,526961
526965.BO,Gujarat Craft Industries Ltd,526965
526967.BO,Heera Ispat Ltd,526967
526971.BO,Dhoot Industrial Finance Ltd,526971
526977.BO,Crimson Metal Engineering Company Ltd,526977
526981.BO,Shri Bajrang Alliance Ltd,526981
URJA.NS,Urja Global Ltd,526987
ASHAPURMIN.NS,Ashapura Minechem Ltd,527001
527005.BO,Shree Pacetronix Ltd,527005
GUJALKALI.NS,Gujarat Alkalies and Chemicals Ltd,530001
530005.BO,India Cements Ltd,530005
JKTYRE.NS,JK Tyre & Industries Ltd,530007
MANGCHEFER.NS,Mangalore Chemicals & Fertilizers Ltd,530011
SIL.NS,Standard Industries Ltd,530017
JUBLPHARMA.NS,Jubilant Pharmova Ltd,530019
THEINVEST.NS,The Investment Trust Of India Ltd,530023
530025.BO,Samyak International Ltd,530025
530027.BO,Aadi Industries Ltd,530027
530037.BO,Sparkle Gold Rock Ltd,530037
530043.BO,Acknit Industries Ltd,530043
530045.BO,Titan Securities Ltd,530045
530053.BO,Real Eco-Energy Ltd,530053
530055.BO,Harmony Capital Service Ltd,530055
530057.BO,Vivanza Biosciences Ltd,530057
530063.BO,Yashraj Containeurs Ltd,530063
530065.BO,Lords Ishwar Hotels Ltd,530065
CSLFINANCE.NS,CSL Finance Ltd,530067
SANGHVIMOV.NS,Sanghvi Movers Ltd,530073
SELAN.NS,Selan Exploration Technology Ltd,530075
530077.BO,Puretrop Fruits  Ltd,530077
FAZE3Q.NS,Faze Three Ltd,530079
530093.BO,ACE Edutrend Ltd,530093
530095.BO,Pradhin Ltd,530095
530109.BO,Anupam Finserv Ltd,530109
530111.BO,Raj Packaging Industries Ltd,530111
PRIVISCL.NS,Privi Speciality Chemicals Ltd,530117
530119.BO,Natraj Proteins Ltd,530119
530125.BO,Samrat Pharmachem Ltd,530125
530127.BO,NPR Finance Ltd,530127
530129.BO,Nile Ltd,530129
UDAICEMENT.NS,Udaipur Cement Works Ltd,530131
530133.BO,Amco India Ltd,530133
OPTIEMUS.NS,Optiemus Infracom Ltd,530135
530139.BO,Kreon Finnancial Services Ltd,530139
530141.BO,Gyan Developers & Builders Ltd,530141
530145.BO,Kisan Mouldings Ltd,530145
530161.BO,Garodia Chemicals Ltd,530161
530163.BO,Kerala Ayurveda Ltd,530163
530167.BO,Moongipa Capital Finance Ltd,530167
530169.BO,Mohit Paper Mills Ltd,530169
530171.BO,Daulat Securities Ltd,530171
530173.BO,Oscar Global Ltd,530173
530175.BO,Odyssey Technologies Ltd,530175
530177.BO,VK Global Industries Ltd,530177
530179.BO,RSC International Ltd,530179
530185.BO,Surat Trade and Mercantile Ltd,530185
530187.BO,Atharv Enterprises Ltd,530187
530197.BO,Fundviser Capital (India) Ltd,530197
THEMISMED.NS,Themis Medicare Ltd,530199
530201.BO,Kallam Textiles Ltd,530201
530207.BO,Brawn Biotech Ltd,530207
530213.BO,Fortune International Ltd,530213
530215.BO,Kings Infra Ventures Ltd,530215
530217.BO,Swojas Foods Ltd,530217
530219.BO,Nutricircle Ltd,530219
530231.BO,Subhash Silk Mills Ltd,530231
530233.BO,Auro Laboratories Ltd,530233
530235.BO,KJMC Financial Services Ltd,530235
530239.BO,Suven Life Sciences Ltd,530239
530245.BO,Aryaman Financial Services Ltd,530245
530249.BO,Bridge Securities Ltd,530249
530251.BO,Risa International Ltd,530251
530253.BO,Rajasthan Tube Manufacturing Company Ltd,530253
530255.BO,Kay Power and Paper Ltd,530255
530259.BO,Inter State Oil Carrier Ltd,530259
530263.BO,Global Capital Markets Ltd,530263
530265.BO,Sainik Finance & Industries Ltd,530265
530267.BO,Arigato Universe Ltd,530267
530271.BO,Rich Universe Network Ltd,530271
530281.BO,Quantum Digital Vision India Ltd,530281
530289.BO,SP Capital Financing Ltd,530289
530291.BO,Paos Industries Ltd,530291
530295.BO,Shree Rajiv Lochan Oil Extraction Ltd,530295
KOTHARIPRO.NS,Kothari Products Ltd,530299
PICCADIL.NS,Piccadily Agro Industries Ltd,530305
CLSEL.NS,Chaman Lal Setia Exports Ltd,530307
530309.BO,Chandra Prabhu International Ltd,530309
530313.BO,Kimia Biosciences Ltd,530313
530315.BO,Hindustan Tin Works Ltd,530315
530317.BO,Godavari Drugs Ltd,530317
530331.BO,Premco Global Ltd,530331
530341.BO,Mukesh Babu Financial Services Ltd,530341
GENUSPOWER.NS,Genus Power Infrastructures Ltd,530343
ASIANENE.NS,Asian Energy Services Ltd,530355
530357.BO,KBS India Ltd,530357
530361.BO,Prabhhans Industries Ltd,530361
530363.BO,Ugar Sugar Works Ltd,530363
ORIENTBELL.NS,Orient Bell Ltd,530365
530367.BO,NRB Bearings Ltd,530367
530369.BO,Vamshi Rubber Ltd,530369
NILAINFRA.NS,Nila Infrastructures Ltd,530377
DBSTOCKBRO.NS,DB International Stock Brokers Ltd,530393
530401.BO,Vinyoflex Ltd,530401
530405.BO,Jindal Capital Ltd,530405
530407.BO,EPIC Energy Ltd,530407
530419.BO,Sumedha Fiscal Services Ltd,530419
530421.BO,Kuwer Industries Ltd,530421
530427.BO,Choksi Asia Ltd,530427
530429.BO,Ashish Polyplast Ltd,530429
530433.BO,Shiva Global Agro Industries Ltd,530433
530439.BO,Siddha Ventures Ltd,530439
530443.BO,Kiran Syntex Ltd,530443
530445.BO,Sumeru Industries Ltd,530445
530449.BO,Rungta Irrigation Ltd,530449
530457.BO,GTT Data Solutions Ltd,530457
530459.BO,Valson Industries Ltd,530459
530461.BO,Saboo Sodium Chloro Ltd,530461
530469.BO,GSL Securities Ltd,530469
TINNARUBR.NS,Tinna Rubber and Infrastructure Ltd,530475
530477.BO,Vikram Thermo India Ltd,530477
530495.BO,Stratmont Industries Ltd,530495
530499.BO,AK Capital Services Ltd,530499
RELAXO.NS,Relaxo Footwears Ltd,530517
530521.BO,Virat Industries Ltd,530521
530525.BO,Rajnish Retail Ltd,530525
530533.BO,Terai Tea Company Ltd,530533
530545.BO,Cosco India Ltd,530545
530547.BO,Ken Financial Services Ltd,530547
530549.BO,Shilpa Medicare Ltd,530549
PARACABLES.NS,Paramount Communications Ltd,530555
530557.BO,NCL Research & Financial Services Ltd,530557
530565.BO,Popees Cares Ltd,530565
530571.BO,Explicit Finance Ltd,530571
530577.BO,Ladderup Finance Ltd,530577
UYFINCORP.NS,U. Y. Fincorp Ltd,530579
530581.BO,Ekam Leasing & Finance Company Ltd,530581
530585.BO,Swastika Investmart Ltd,530585
530589.BO,Prima Plastics Ltd,530589
530595.BO,TeleCanor Global Ltd,530595
530601.BO,Jagsonpal Finance & Leasing Ltd,530601
530615.BO,Garg Furnace Ltd,530615
530617.BO,Sampre Nutritions Ltd,530617
530621.BO,Akar Auto Industries Ltd,530621
530627.BO,Vipul Organics Ltd,530627
530643.BO,Eco Recycling Ltd,530643
GOODLUCK.NS,Goodluck India Ltd,530655
530663.BO,Goyal Associates Ltd,530663
530665.BO,Zenith Healthcare Ltd,530665
530669.BO,Ace Engitech Ltd,530669
530675.BO,York Exports Ltd,530675
SUPREME.NS,Supreme Holdings & Hospitality (India) Ltd,530677
530689.BO,Lykis Ltd,530689
530695.BO,Prime Property Development Corporation Ltd,530695
530697.BO,Zenlabs Ethica Ltd,530697
530699.BO,Raj Rayon Industries Ltd,530699
530705.BO,Anirit Ventures Ltd,530705
530709.BO,Gowra Leasing & Finance Ltd,530709
530711.BO,Jagan Lamps Ltd,530711
530723.BO,Asit C Mehta Financial Services Ltd,530723
530733.BO,Encode Packaging India Ltd,530733
530735.BO,Super Bakers India Ltd,530735
530741.BO,Ovobel Foods Ltd,530741
530745.BO,ACS Technologies Ltd,530745
530747.BO,Challani Capital Ltd,530747
530755.BO,Coral Newsprints Ltd,530755
STERTOOLS.NS,Sterling Tools Ltd,530759
530765.BO,Agarwal Fortune India Ltd,530765
530779.BO,Dynamic Portfolio Management & Services Ltd,530779
530787.BO,Inland Printers Ltd,530787
530789.BO,Ceejay Finance Ltd,530789
530795.BO,Suncity Synthetics Ltd,530795
530797.BO,Shree Ganesh Elastoplast Ltd,530797
530799.BO,Anna Infrastructures Ltd,530799
BHAGERIA.NS,Bhageria Industries Ltd,530803
530805.BO,Onesource Industries And Ventures Ltd,530805
530809.BO,BNR Udyog Ltd,530809
KRBL.NS,KRBL Ltd,530813
530821.BO,SSPDL Ltd,530821
530825.BO,Daikaffil Chemicals India Ltd,530825
530829.BO,Cil Securities Ltd,530829
530839.BO,Clio Infotech Ltd,530839
CUPID.NS,Cupid Ltd,530843
530845.BO,Sunshield Chemicals Ltd,530845
530853.BO,Hipolin Ltd,530853
530855.BO,GDL Leasing & Finance Ltd,530855
530871.BO,Chembond Material Technologies Ltd,530871
CIFL.NS,Capital India Finance Ltd,530879
530881.BO,Arunjyoti Bio Ventures Ltd,530881
530883.BO,Super Crop Safe Ltd,530883
530897.BO,NG Industries Ltd,530897
530899.BO,Asia Pack Ltd,530899
530907.BO,SI Capital & Financial Services Ltd,530907
530909.BO,ERP Soft Systems Ltd,530909
530917.BO,RR Securities Ltd,530917
REMSONSIND.NS,Remsons Industries Ltd,530919
530921.BO,Integrated Thermoplastics Ltd,530921
530925.BO,Ramsons Projects Ltd,530925
530927.BO,Haryana Financial Corporation Ltd,530927
530929.BO,Euro Asia Exports Ltd,530929
530931.BO,Stanpacks India Ltd,530931
530943.BO,Sri Adhikari Brothers Television Network Ltd,530943
530951.BO,Raminfo Ltd,530951
530953.BO,Sunil Agro Foods Ltd,530953
530959.BO,Diana Tea Company Ltd,530959
VIKASECO.NS,Vikas EcoTech Ltd,530961
IOC.NS,Indian Oil Corporation Ltd,530965
530973.BO,Alfa Ica India Ltd,530973
530977.BO,Shri Keshav Cements And Infra Ltd,530977
530979.BO,India Home Loan Ltd,530979
530991.BO,Roopa Industries Ltd,530991
530997.BO,Unique Organics Ltd,530997
BALAMINES.NS,Balaji Amines Ltd,530999
531003.BO,Swarna Securities Ltd,531003
531015.BO,Venmax Drugs and Pharmaceuticals Ltd,531015
531017.BO,Arihants Securities Ltd,531017
531025.BO,Visagar Financial Services Ltd,531025
531027.BO,Libord Securities Ltd,531027
531035.BO,Eraaya Lifespaces Ltd,531035
531041.BO,Competent Automobiles Company Ltd,531041
531043.BO,Dhanvantri Jeevan Rekha Ltd,531043
531049.BO,Neelkanth Rockminerals Ltd,531049
531051.BO,Vintage Securities Ltd,531051
531065.BO,Oswal Overseas Ltd,531065
531067.BO,Contil India Ltd,531067
531069.BO,Vijay Solvex Ltd,531069
531080.BO,Shri Krishna Devcon Ltd,531080
ALANKIT.NS,Alankit Ltd,531082
531083.BO,Nihar Info Global Ltd,531083
531091.BO,United Credit Ltd,531091
OMINFRAL.NS,OM Infra Ltd,531092
531099.BO,Checkpoint Trends Ltd,531099
531109.BO,Ishan Dyes and Chemicals Ltd,531109
531111.BO,Gothi Plascon India Ltd,531111
531112.BO,Balu Forge Industries Ltd,531112
531119.BO,Ceenik Exports India Ltd,531119
PATELENG.NS,Patel Engineering Ltd,531120
531126.BO,Kati Patang Lifestyle Ltd,531126
531127.BO,Mena Mani Industries Ltd,531127
531129.BO,Inani Marbles & Industries Ltd,531129
531137.BO,Gemstone Investments Ltd,531137
531144.BO,El Forge Ltd,531144
MEDICAMEQ.NS,Medicamen Biotech Ltd,531146
ALICON.NS,Alicon Castalloy Ltd,531147
531153.BO,Diligent Industries Ltd,531153
531155.BO,Epsom Properties Ltd,531155
531156.BO,Alfavision Overseas India Ltd,531156
531157.BO,Organic Coatings Ltd,531157
531158.BO,Catvision Ltd,531158
531161.BO,ABM Knowledgeware Ltd,531161
EMAMILTD.NS,Emami Ltd,531162
531163.BO,Kemistar Corporation Ltd,531163
531168.BO,Associated Ceramics Ltd,531168
531169.BO,SKP Securities Ltd,531169
531173.BO,Syschem India Ltd,531173
531176.BO,Mefcom Capital Markets Ltd,531176
531178.BO,Hemang Resources Ltd,531178
ARMANFIN.NS,Arman Financial Services Ltd,531179
531190.BO,Tavernier Resources Ltd,531190
531191.BO,Filtron Engineers Ltd,531191
531199.BO,Glance Finance Ltd,531199
531201.BO,Shilchar Technologies Ltd,531201
531203.BO,Tradewell Holdings Ltd,531203
531205.BO,Spright Agro Ltd,531205
NUCLEUS.NS,Nucleus Software Exports Ltd,531209
531210.BO,Colinz Laboratories Ltd,531210
531212.BO,Nalin Lease Finance Ltd,531212
MANAPPURAM.NS,Manappuram Finance Ltd,531213
531215.BO,RTS Power Corporation Ltd,531215
531216.BO,Comfort Intech Ltd,531216
531219.BO,Shyama Computronics and Services Ltd,531219
531221.BO,Mayur Floorings Ltd,531221
531223.BO,Anjani Synthetics Ltd,531223
XTGLOBAL.NS,Xtglobal Infotech Ltd,531225
531227.BO,Deco Mica Ltd,531227
531228.BO,Rander Corporation Ltd,531228
531233.BO,Rasi Electrodes Ltd,531233
531234.BO,Scoobee Day Garments (India) Ltd,531234
531235.BO,Citi Port Financial Services Ltd,531235
531237.BO,Dhruva Capital Services Ltd,531237
531241.BO,Linc Ltd,531241
531246.BO,Prima Industries Ltd,531246
531253.BO,India Gelatine & Chemicals Ltd,531253
531254.BO,Optimus Finance Ltd,531254
531255.BO,Paragon Finance Ltd,531255
531257.BO,Pratiksha Chemicals Ltd,531257
531259.BO,Esha Media Research Ltd,531259
531260.BO,Refex Renewables & Infrastructure Ltd,531260
531262.BO,Equilateral Enterprises Ltd,531262
VSTTILLERS.NS,VST Tillers Tractors Ltd,531266
531268.BO,B2B Software Technologies Ltd,531268
531273.BO,Radhe Developers India Ltd,531273
531278.BO,Elixir Capital Ltd,531278
531279.BO,Trishakti Industries Ltd,531279
531280.BO,Pankaj Polymers Ltd,531280
531281.BO,Marble City India Ltd,531281
531283.BO,Cindrella Financial Services Ltd,531283
531286.BO,Adhata Global Ltd,531286
531287.BO,National Plastic Technologies Ltd,531287
531288.BO,Lead Financial Services Ltd,531288
531289.BO,National Fittings Ltd,531289
531297.BO,Artefact Projects Ltd,531297
531300.BO,Amit International Ltd,531300
531301.BO,High Street Filatex Ltd,531301
531304.BO,Nutech Global Ltd,531304
531306.BO,DHP India Ltd,531306
531307.BO,RRIL Ltd,531307
531310.BO,Available Finance Ltd,531310
531314.BO,Integra Capital  Ltd,531314
531319.BO,Maruti Securities Ltd,531319
531322.BO,Sri Havisha Hospitality And Infrastructure Ltd,531322
531323.BO,Jayatma Industries Ltd,531323
531324.BO,Roselabs Finance Ltd,531324
531327.BO,Charms Industries Ltd,531327
531328.BO,Kretto Syscon Ltd,531328
531334.BO,Vikalp Securities Ltd,531334
ZYDUSWELL.NS,Zydus Wellness Ltd,531335
531337.BO,WinPro Industries Ltd,531337
531338.BO,Milestone Global Ltd,531338
531340.BO,Bervin Investment & Leasing Ltd,531340
531341.BO,Gujarat Investa Ltd,531341
CONCOR.NS,Container Corporation of India Ltd,531344
531346.BO,Eastern Treads Ltd,531346
PANACEABIO.NS,Panacea Biotec Ltd,531349
531352.BO,Peeti Securities Ltd,531352
531357.BO,Mercury Ev-Tech Ltd,531357
CHOICEIN.NS,Choice International Ltd,531358
531359.BO,Shriram Asset Management Company Ltd,531359
531360.BO,Golechha Global Finance Ltd,531360
531364.BO,Ekansh Concepts Ltd,531364
531370.BO,Sparc Electrex Ltd,531370
531373.BO,The Byke Hospitality Ltd,531373
531380.BO,Centenial Surgical Suture Ltd,531380
531381.BO,Arihant Foundations & Housing Ltd,531381
531387.BO,Hasti Finance Ltd,531387
531390.BO,Upsurge Investment & Finance Ltd,531390
531395.BO,Padam Cotton Yarns Ltd,531395
531396.BO,Women Networks Ltd,531396
531397.BO,Polycon International Ltd,531397
531398.BO,Source Natural Foods and Herbal Supplements Ltd,531398
531399.BO,GG Automotive Gears Ltd,531399
ALMONDZ.NS,Almondz Global Securities Ltd,531400
531402.BO,LWS Knitwear Ltd,531402
531406.BO,ANS Industries Ltd,531406
531411.BO,Tuni Textile Mills Ltd,531411
531412.BO,Radix Industries (India) Ltd,531412
531416.BO,Narendra Properties Ltd,531416
531417.BO,Mega Corporation Ltd,531417
TNPL.NS,Tamil Nadu Newsprint & Papers Ltd,531426
SHAKTIPUMP.NS,Shakti Pumps India Ltd,531431
531432.BO,Systematix Securities Ltd,531432
531433.BO,Sungold Capital Ltd,531433
531436.BO,Saffron Industries Ltd,531436
531437.BO,Prakash Woollen & Synthetic Mills Ltd,531437
GOLDTECH.NS,Aion-Tech Solutions Ltd,531439
531441.BO,Lyons Corporate Market Ltd,531441
531444.BO,Vardhman Concrete Ltd,531444
GRMOVER.NS,GRM Overseas Ltd,531449
MOHITIND.NS,Mohit Industries Ltd,531453
531454.BO,Polylink Polymers India Ltd,531454
531456.BO,Minaxi Textiles Ltd,531456
531458.BO,Boston Bio Systems Ltd,531458
531460.BO,Continental Controls Ltd,531460
531465.BO,Nouveau Global Ventures Ltd,531465
531471.BO,Duke Offshore Ltd,531471
531472.BO,Cybele Industries Ltd,531472
531486.BO,Filmcity Media Ltd,531486
531489.BO,CG Vak Software & Exports Ltd,531489
531494.BO,Navkar Urbanstructure Ltd,531494
531495.BO,Blue Coast Hotels Ltd,531495
531497.BO,Madhucon Projects Ltd,531497
531499.BO,Sybly Industries Ltd,531499
RAJESHEXPO.NS,Rajesh Exports Ltd,531500
531502.BO,Esaar India Ltd,531502
531503.BO,Maris Spinners Ltd,531503
531505.BO,Indergiri Finance Ltd,531505
531506.BO,Shukra Bullions Ltd,531506
EVEREADY.NS,Eveready Industries India Ltd,531508
531509.BO,Step Two Corporation Ltd,531509
531512.BO,Orient Tradelink Ltd,531512
531518.BO,Vikas Proppant & Granite Ltd,531518
531521.BO,Desh Rakshak Aushdhalaya Ltd,531521
531525.BO,ACE Software Exports Ltd,531525
531529.BO,Softrak Venture Investment Ltd,531529
HATSUN.NS,Hatsun Agro Product Ltd,531531
531533.BO,Accedere Ltd,531533
531537.BO,Jyothi Infraventures Ltd,531537
531539.BO,Rishabh Digha Steel & Allied Products Ltd,531539
531540.BO,Maruti Infrastructure Ltd,531540
531541.BO,Kobo Biotech Ltd,531541
JINDWORLD.NS,Jindal Worldwide Ltd,531543
SOMANYCERA.NS,Somany Ceramics Ltd,531548
531550.BO,Jhaveri Credits & Capital Ltd,531550
531552.BO,Raghunath Tobacco Company Ltd,531552
531553.BO,Disha Resources Ltd,531553
CORALFINAC.NS,Coral India Finance & Housing Ltd,531556
531557.BO,Amit Securities Ltd,531557
531562.BO,Pushpsons Industries Ltd,531562
531568.BO,Ashutosh Paper Mills Ltd,531568
531569.BO,Sanjivani Paranteral Ltd,531569
531578.BO,KMF Builders & Developers Ltd,531578
531582.BO,Beryl Securities Ltd,531582
531583.BO,Rap Corp Ltd,531583
531585.BO,Devine Impex Ltd,531585
531591.BO,Bampsl Securities Ltd,531591
531592.BO,Genpharmasec Ltd,531592
531594.BO,Incon Engineers Ltd,531594
CGCL.NS,Capri Global Capital Ltd,531595
531597.BO,Midland Polymers Ltd,531597
FDC.NS,FDC Ltd,531599
531600.BO,Gogia Capital Growth Ltd,531600
531608.BO,Gorani Industries Ltd,531608
531609.BO,KG Petrochem Ltd,531609
531610.BO,UFM Industries Ltd,531610
531613.BO,Meyer Apparel Ltd,531613
531616.BO,Starcom Information Technology Ltd,531616
COUNCODOS.NS,Country Condos Ltd,531624
531626.BO,Orosil Smiths India Ltd,531626
531628.BO,Tejassvi Aaharam Ltd,531628
LINCOLN.NS,Lincoln Pharmaceuticals Ltd,531633
531635.BO,Silver Oak India Ltd,531635
531637.BO,Praveg Ltd,531637
SURAJLTD.NS,Suraj Ltd,531638
531640.BO,Suvidha Infraestate Corporation Ltd,531640
MARICO.NS,Marico Ltd,531642
531644.BO,Tokyo Finance Ltd,531644
531651.BO,National General Industries Ltd,531651
531652.BO,UVS Hospitality And Services Ltd,531652
531658.BO,Abate As Industries Ltd,531658
531661.BO,Hittco Tools Ltd,531661
531663.BO,Yuvraaj Hygiene Products Ltd,531663
531667.BO,RR MetalMakers India Ltd,531667
531668.BO,Vision Corporation Ltd,531668
531671.BO,Bisil Plast Ltd,531671
531672.BO,Inani Securities Ltd,531672
531673.BO,Anka India Ltd,531673
531677.BO,Aris International Ltd,531677
531680.BO,Mayur Leather Products Ltd,531680
531681.BO,Amerise Biosciences Ltd,531681
531688.BO,Prithvi Exchange (India) Ltd,531688
531692.BO,Khyati Multimedia Entertainment Ltd,531692
531694.BO,Rainbow Foundations Ltd,531694
531696.BO,VSD Confin Ltd,531696
531716.BO,Tricom Fruit Products Ltd,531716
VIDHIING.NS,Vidhi Specialty Food Ingredients Ltd,531717
BHAGCHEM.NS,Bhagiradha Chemicals & Industries Ltd,531719
531723.BO,GACM Technologies Ltd,531723
531726.BO,Panchsheel Organics Ltd,531726
531727.BO,Menon Pistons Ltd,531727
531735.BO,Prism Finance Ltd,531735
531737.BO,Greencrest Financial Services Ltd,531737
531739.BO,Gennex Laboratories Ltd,531739
531743.BO,Hira Automobiles Ltd,531743
531744.BO,Gini Silk Mills Ltd,531744
PRAENG.NS,Prajay Engineers Syndicate Ltd,531746
531752.BO,Biogen Pharmachem Industries Ltd,531752
531758.BO,GK Consultants Ltd,531758
APOLLOPIPE.NS,Apollo Pipes Ltd,531761
531762.BO,Unjha Formulations Ltd,531762
POLYMED.NS,Poly Medicure Ltd,531768
531771.BO,Shraddha Prime Projects Ltd,531771
531778.BO,Kachchh Minerals Ltd,531778
531779.BO,Padmanabh Alloys & Polymers Ltd,531779
531780.BO,Kaiser Corporation Ltd,531780
531784.BO,KCL Infra Projects Ltd,531784
ATULAUTO.NS,Atul Auto Ltd,531795
531797.BO,Scan Projects Ltd,531797
531802.BO,Prerna Infrabuild Ltd,531802
531810.BO,Metal Coatings India Ltd,531810
531812.BO,SGN Telecoms Ltd,531812
531813.BO,Ganga Papers India Ltd,531813
531814.BO,Tirupati Sarjan Ltd,531814
531821.BO,Munoth Financial Services Ltd,531821
531822.BO,Rodium Realty Ltd,531822
531832.BO,Nagarjuna Agri Tech Ltd,531832
531834.BO,Natura Hue Chem Ltd,531834
